a,b,theta,E,E_p,E_t,machine_type,status,file_name
6.5,6.8,10.0,-17.67323431069963,-0.2489005864481441,-4.293858284450835,1,Done,naphthalene_theta=10_a=6.5_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,6.5,5.0,-16.712682163459252,-0.2173330684308894,-4.069504006649368,1,Done,naphthalene_theta=5_a=6.5_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.8,5.0,-15.899493209435606,-3.40822079096688,-2.2707629068754613,1,Done,naphthalene_theta=5_a=3.9_b=12.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.6,0.0,-15.990208565024659,-3.15607597772032,-2.4195141523960046,2,Done,naphthalene_theta=0_a=4.0_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,6.8,10.0,-17.82560879876837,-0.2218260399531573,-4.345489179715513,1,Done,naphthalene_theta=10_a=6.6_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,6.6,5.0,-16.752155052148737,-0.2173330684308894,-4.07937222882174,1,Done,naphthalene_theta=5_a=6.5_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.9,5.0,-15.632866720552554,-3.40822079096688,-2.2041062846547,1,Done,naphthalene_theta=5_a=3.9_b=12.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,12.7,0.0,-15.738978661363944,-3.15607597772032,-2.356706676480826,2,Done,naphthalene_theta=0_a=4.0_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,6.8,10.0,-17.801332947099578,-0.1969182855682448,-4.351874093990773,1,Done,naphthalene_theta=10_a=6.7_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,6.5,5.0,-9.88614520058036,3.360804880328942,-4.151938740309561,1,Done,naphthalene_theta=5_a=6.6_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,13.0,5.0,-15.349330092081802,-3.40822079096688,-2.1332221275370102,1,Done,naphthalene_theta=5_a=3.9_b=13.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
